"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","27","27","1","32.158375","0","27"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","8","8","1","7.240963","0","8"
"/Engine/VREditor/TransformGizmo/Main.Main","49","8","8","1","5.773638","0","8"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","10","11","1","9.312840","0","11"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","11","12","1","10.460699","0","12"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","42","45","1","34.654758","0","45"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","72","78","1","75.714844","0","78"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","42","45","1","0.000000","0","45"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","49","32","32","1","25.923048","0","32"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","22","24","1","33.449699","0","24"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","8","8","1","9.870941","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","14","14","1","9.403465","0","14"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","8","8","1","3.372238","0","8"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","8","8","1","0.000000","0","8"
"/Game/Game/Materials/MI_PureBlack.MI_PureBlack","49","8","8","1","0.000000","0","8"
"/Game/Game/Materials/M_GlowingWhite.M_GlowingWhite","49","8","8","1","4.319027","0","8"
"/Game/Fab/Switch_Box_Game_Model/MI_GlowingRed.MI_GlowingRed","49","8","8","1","0.000000","0","8"
"/Game/Fab/Switch_Box_Game_Model/MI_GlowingGreen.MI_GlowingGreen","49","8","8","1","4.643118","0","8"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","8","8","1","4.092489","0","8"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","49","11","11","1","6.928849","0","11"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","41","46","1","22.675652","0","46"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","16","16","1","23.978113","0","16"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","16","16","1","24.761993","0","16"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","22","22","1","22.158680","0","22"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","16","16","1","14.122860","0","16"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","17","17","1","13.964901","0","17"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","11","12","1","9.788088","0","12"
"/ControlRig/M_Manip.M_Manip","49","11","12","1","9.270483","0","12"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","56","62","2","39.311420","0","62"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1065","1092","1","1159.230103","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","9","9","1","5.863871","0","9"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","40","40","1","32.813389","0","40"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","45","45","1","22.733721","0","45"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","7","1","3.529077","0","7"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","7","7","1","4.801312","0","7"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","75","80","6","56.513378","0","80"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","72","78","1","62.899940","0","78"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","92","92","1","0.000000","0","92"
"/Game/Materials/M_OldConditioner1.M_OldConditioner1","49","8","8","1","4.320574","0","8"
"/Fab/Materials/Standard/M_MS_Base.M_MS_Base","49","23","24","1","0.000000","391","840"
"/Fab/Materials/Standard/M_MS_Srf.M_MS_Srf","49","18","19","1","0.000000","0","19"
"/Engine/EngineMaterials/WorldGridMaterial_Low.WorldGridMaterial_Low","49","21","21","1","26.010258","0","21"
"/Game/Game/Materials/MI_CezannePainting.MI_CezannePainting","49","8","8","1","0.000000","0","8"
"/Game/Game/Materials/MI_WandererPainting.MI_WandererPainting","49","8","8","1","0.000000","0","8"
"/Game/Game/Materials/MI_WhalersPainting.MI_WhalersPainting","49","8","8","1","0.000000","0","8"
"/Game/Game/Materials/MI_CourseOfEmpirePainting.MI_CourseOfEmpirePainting","49","8","8","1","0.000000","0","8"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","67","67","1","31.105570","0","67"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","21","23","1","11.654529","0","23"
"/Landmass/Landscape/BlueprintBrushes/Materials/Internal/BrushBounds.BrushBounds","49","8","8","1","10.093881","0","8"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","42","46","1","44.877205","0","46"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","42","46","1","47.751793","0","46"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","7","7","1","4.232257","0","7"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","7","7","1","4.000571","0","7"
"/Game/Materials/M_OldConditioner2.M_OldConditioner2","49","8","8","1","0.000000","0","8"
"/InterchangeAssets/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","16","16","1","0.000000","0","16"
"/Game/Materials/M_OldConditioner3.M_OldConditioner3","49","8","8","1","0.000000","0","8"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","18","18","1","18.733906","0","18"
"/Landmass/Landscape/BlueprintBrushes/Materials/Sprite/M_BrushSprite_01.M_BrushSprite_01","49","20","22","1","18.702669","0","22"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","15","15","1","7.582564","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","17.642498","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","19.207703","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","15","15","1","8.804350","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","15","15","1","8.473626","0","15"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","202","212","6","332.493103","0","212"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","49","26","30","2","23.575607","2","30"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","258","280","7","474.007812","0","280"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","156","166","6","141.935165","0","166"
"/InterchangeAssets/gltf/M_Default.M_Default","49","438","488","15","634.556641","6","488"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","137","137","5","260.064270","0","137"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","156","166","6","134.982971","0","166"
