"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Landmass/Landscape/BlueprintBrushes/Materials/Sprite/M_BrushSprite_01.M_BrushSprite_01","0","13","15","1","4.324958","0","15"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","2.163532","0","2"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","6","6","1","42.379295","0","6"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","23","25","1","3.979888","0","25"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","12","14","1","41.331337","0","14"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","57","63","1","70.235031","0","63"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","88","88","1","22.543056","0","88"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","72","72","5","617.462952","8","72"
"/InterchangeAssets/gltf/M_Default.M_Default","0","224","274","15","824.226440","16","274"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","28","32","1","44.389858","0","32"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","1.691622","0","5"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","3.553074","0","5"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","57","63","1","65.300362","0","63"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","33","36","1","61.158665","0","36"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","33","36","1","0.000000","0","36"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","0","16","20","2","104.996681","0","20"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","102","112","6","475.943695","0","112"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","102","112","6","392.576141","0","112"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","0","12","12","1","16.118635","0","12"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","7.776342","0","12"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","124","146","7","593.360962","0","128"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","9","1","43.287716","0","9"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","3","3","1","19.854900","0","3"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","6","6","1","26.315416","0","6"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","6","6","1","43.148720","0","6"
"/ControlRig/M_Manip.M_Manip","0","6","7","1","1.580887","0","7"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","36","42","2","15.547573","0","42"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","6","1","43.800232","0","6"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","28","32","1","51.474369","0","32"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","6","1","41.474770","0","6"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","9","1","21.874588","0","9"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","6","1","42.766636","0","6"
"/InterchangeAssets/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","6","6","1","43.271370","0","6"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","4.388545","0","2"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","23","25","1","5.046586","0","25"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","1.764994","0","5"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","17","17","1","5.255557","0","17"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","24","1","125.909515","0","24"
"/Fab/Materials/Standard/M_MS_Base.M_MS_Base","0","11","12","1","29.383924","176","396"
"/Engine/EngineMaterials/WorldGridMaterial_Low.WorldGridMaterial_Low","0","6","6","1","52.006817","0","6"
"Globals","49","9309","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","5","5","1","1.640970","0","5"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","10","12","1","24.128942","0","12"
"","49","64","0","1","0.000000","65","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","17","19","1","29.865341","0","19"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","15","17","1","60.870251","0","17"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","6","6","1","0.000000","0","6"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","6","6","1","0.000000","0","6"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","8","9","1","0.000000","0","9"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","8","8","1","0.000000","0","8"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","5","5","1","13.028372","0","5"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","29","29","1","0.000000","0","29"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","70","76","1","73.730568","0","76"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","40","43","1","38.187431","0","43"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","49","30","30","1","10.189347","0","30"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","19","21","1","11.294373","0","21"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","6","6","1","0.000000","0","6"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","12","12","1","29.691931","0","12"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","6","6","1","0.000000","0","6"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","6","6","1","12.597245","0","6"
"/Engine/VREditor/TransformGizmo/Main.Main","49","6","6","1","0.000000","0","6"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","9","9","1","30.978018","0","9"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","22","22","1","55.772640","0","22"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","8","9","1","2.619811","0","9"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","9","10","1","0.000000","0","10"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","40","43","1","0.000000","0","43"
"/Game/Game/Materials/MI_PureBlack.MI_PureBlack","49","6","6","1","0.000000","0","6"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","6","6","1","0.000000","0","6"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","6","6","1","0.000000","0","6"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","49","9","9","1","12.933908","0","9"
"/Game/Game/Materials/M_GlowingWhite.M_GlowingWhite","49","6","6","1","0.000000","0","6"
"/Game/Fab/Switch_Box_Game_Model/MI_GlowingRed.MI_GlowingRed","49","6","6","1","0.000000","0","6"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","39","44","1","0.000000","0","44"
"/Game/Fab/Switch_Box_Game_Model/MI_GlowingGreen.MI_GlowingGreen","49","6","6","1","0.000000","0","6"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","10","1","0.000000","0","10"
"/ControlRig/M_Manip.M_Manip","49","9","10","1","1.385211","0","10"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","52","58","2","6.125705","0","58"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","13","13","1","47.254749","0","13"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","13","13","1","48.116505","0","13"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","19","19","1","38.500984","0","19"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","12","12","1","26.629759","0","12"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","15","15","1","0.000000","0","15"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","41","41","1","64.921394","0","41"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1042","1069","1","0.000000","0","1069"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","3.358477","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","2.851579","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","15","15","1","0.000000","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","15","15","1","0.000000","0","15"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","5","5","1","3.637262","0","5"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","7","7","1","2.788223","0","7"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","63","68","6","8.147463","0","74"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","19","21","1","5.986293","0","21"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","16","16","1","0.000000","0","16"
"/Landmass/Landscape/BlueprintBrushes/Materials/Sprite/M_BrushSprite_01.M_BrushSprite_01","49","18","20","1","2.693175","0","20"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","15","15","1","0.000000","0","15"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","70","76","1","48.101421","0","76"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","92","92","1","9.246769","0","92"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","9","9","1","0.000000","0","9"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","40","40","1","0.000000","0","40"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","7","7","1","2.581460","0","7"
"/Game/Materials/M_OldConditioner2.M_OldConditioner2","49","6","6","1","0.000000","0","6"
"/Game/Materials/M_OldConditioner3.M_OldConditioner3","49","6","6","1","0.000000","0","6"
"/Game/Materials/M_OldConditioner1.M_OldConditioner1","49","6","6","1","0.000000","0","6"
"/Fab/Materials/Standard/M_MS_Base.M_MS_Base","49","20","21","1","22.603188","320","693"
"/Fab/Materials/Standard/M_MS_Srf.M_MS_Srf","49","16","17","1","0.000000","0","17"
"/Engine/EngineMaterials/WorldGridMaterial_Low.WorldGridMaterial_Low","49","16","16","1","34.651230","0","16"
"/Game/Game/Materials/MI_CezannePainting.MI_CezannePainting","49","6","6","1","0.000000","0","6"
"/Game/Game/Materials/MI_WandererPainting.MI_WandererPainting","49","6","6","1","0.000000","0","6"
"/Game/Game/Materials/MI_WhalersPainting.MI_WhalersPainting","49","6","6","1","0.000000","0","6"
"/Game/Game/Materials/MI_CourseOfEmpirePainting.MI_CourseOfEmpirePainting","49","6","6","1","0.000000","0","6"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","29","29","1","4.137909","0","29"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","7","7","1","2.731327","0","7"
"/InterchangeAssets/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","13","13","1","35.887264","0","13"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","170","180","6","40.624405","0","180"
"/Landmass/Landscape/BlueprintBrushes/Materials/Internal/BrushBounds.BrushBounds","49","6","6","1","0.000000","0","6"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","38","42","1","26.501196","0","42"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","38","42","1","28.359383","0","42"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","49","22","26","2","26.020344","0","26"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","223","245","7","379.008301","0","220"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","128","138","6","225.935516","0","138"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","87","87","5","244.528580","13","87"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","128","138","6","204.294678","0","138"
"/InterchangeAssets/gltf/M_Default.M_Default","49","379","429","15","668.457703","32","429"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","155","2","0","1","0.000000","0","0"
